MAT_ALU;DAT_ENTRADA;COD_CURSO;COTISTA;NOME
604;29/01/2019;5;N;Joana Nunes
605;20/01/2019;2;S;Dr. Davi Luiz Souza
606;18/01/2019;6;S;Luna Cardoso
607;30/01/2019;1;S;Raquel Melo
608;24/01/2019;1;S;Vitor da Costa
609;02/01/2019;3;S;Enzo Oliveira
610;09/01/2019;1;S;Agatha Gomes
611;01/01/2019;4;N;Bryan Barbosa
612;30/01/2019;3;N;Maria Fernanda Lopes
613;20/01/2019;5;N;Maysa Alves
614;10/01/2019;2;N;Clara Santos
615;19/01/2019;5;N;Lavínia Moura
616;22/01/2019;3;S;Pedro da Rosa
617;16/01/2019;4;S;Dra. Sofia da Conceição
618;03/01/2019;3;N;Calebe da Mata
619;17/01/2019;6;N;Renan Aragão
620;15/01/2019;3;S;Letícia Vieira
621;11/01/2019;3;N;Sarah da Cruz
622;06/01/2019;2;S;Maria Luiza da Mota
623;09/01/2019;1;S;Noah Lima
624;09/01/2019;4;N;Julia Sales
625;15/01/2019;3;N;Caio Viana
626;22/01/2019;6;N;Vinicius Sales
627;24/01/2019;5;N;Cecília Rodrigues
628;04/01/2019;4;N;Ana Laura Dias
629;28/01/2019;2;N;Bryan da Paz
630;24/01/2019;6;N;Daniel Araújo
631;11/01/2019;6;S;Kaique Teixeira
632;11/01/2019;4;N;Evelyn Rodrigues
633;11/01/2019;6;S;Stella Santos
634;14/01/2019;1;S;Melissa Pereira
635;23/01/2019;3;N;Yasmin Lima
636;06/01/2019;4;N;Bruna Cunha
637;17/01/2019;2;N;Maria da Mata
638;08/01/2019;1;S;Clara Porto
639;24/01/2019;1;S;Raquel Nunes
640;08/01/2019;5;N;Eloah Mendes
641;31/01/2019;2;N;Alícia da Costa
642;30/01/2019;2;N;Luiz Gustavo da Luz
643;10/01/2019;3;S;Emanuel da Rocha
644;12/01/2019;5;S;Elisa Caldeira
645;12/01/2019;6;S;Luna Rocha
646;19/01/2019;5;N;Pietro Porto
647;02/01/2019;6;S;Luiz Gustavo Porto
648;30/01/2019;2;N;Ana Carolina Costa
649;10/01/2019;2;S;Lorenzo Alves
650;09/01/2019;1;S;Maria Clara Souza
651;13/01/2019;1;N;Maria Eduarda Cunha
652;02/01/2019;2;S;Paulo Gonçalves
653;16/01/2019;5;N;Laís Melo
654;21/01/2019;5;N;Breno da Cunha
655;20/01/2019;6;N;Ana Júlia Sales
656;15/01/2019;6;S;Maria Alice Rocha
657;02/01/2019;2;N;Dra. Milena Costa
658;21/01/2019;5;N;Luiza Rodrigues
659;28/01/2019;1;N;Ana Carolina Carvalho
660;14/01/2019;1;N;Marina Freitas
661;07/01/2019;4;S;Rodrigo Dias
662;15/01/2019;2;N;Yago Oliveira
663;24/01/2019;4;N;Theo Cavalcanti
664;18/01/2019;2;N;Breno da Paz
665;31/01/2019;3;S;Ryan Freitas
666;14/01/2019;2;N;Dra. Brenda Almeida
667;01/01/2019;3;S;Paulo Fogaça
668;12/01/2019;6;N;Lucca Fernandes
669;07/01/2019;2;N;Levi Mendes
670;18/01/2019;4;S;Vitor Mendes
671;02/01/2019;5;S;Enzo Barros
672;09/01/2019;5;N;Matheus da Rosa
673;10/01/2019;4;N;Joaquim Mendes
674;30/01/2019;2;N;Maria Clara Silveira
675;29/01/2019;1;S;Murilo Nogueira
676;16/01/2019;5;N;Mariane da Mata
677;06/01/2019;5;N;Beatriz Lima
678;13/01/2019;3;N;Catarina Novaes
679;05/01/2019;6;S;Isis Duarte
680;15/01/2019;4;S;Lavínia Viana
681;14/01/2019;3;N;Henrique Cunha
682;23/01/2019;2;S;Lorenzo Vieira
683;06/01/2019;1;N;Ana Vitória Duarte
684;17/01/2019;4;S;Juliana Moreira
685;24/01/2019;3;S;Otávio Pereira
686;11/01/2019;2;N;Bryan Novaes
687;15/01/2019;3;N;Lorenzo da Rocha
688;01/01/2019;4;S;Matheus Azevedo
689;06/01/2019;2;S;Maysa Alves
690;14/01/2019;4;N;Isadora Fernandes
691;15/01/2019;5;S;Enzo Gabriel Caldeira
692;09/01/2019;4;S;Sophie Fogaça
693;01/01/2019;1;S;Stella Cardoso
694;21/01/2019;5;S;Isabelly da Cunha
695;15/01/2019;5;N;Dr. Nicolas Gomes
696;04/01/2019;2;S;Lucas Gabriel Ferreira
697;17/01/2019;4;N;Laís Rezende
698;25/01/2019;2;S;Ana Júlia Monteiro
699;05/01/2019;2;S;Ryan das Neves
700;10/01/2019;1;S;Luiz Otávio Nogueira
701;03/01/2019;1;S;Cauê Azevedo
702;08/01/2019;5;S;Luigi Alves
703;15/01/2019;1;S;Dr. Danilo Porto
704;18/01/2019;3;N;Kamilly Melo
705;12/01/2019;3;N;Maria Cavalcanti
706;08/01/2019;3;S;Dra. Emanuella Nascimento
707;07/01/2019;3;N;Dra. Eduarda Nunes
708;25/01/2019;5;N;Maria Lima
709;09/01/2019;4;S;Dra. Marcela Azevedo
710;15/01/2019;2;S;Matheus Costa
711;25/01/2019;2;N;Gabriel Silva
712;22/01/2019;3;S;Ana Luiza da Luz
713;07/01/2019;1;N;Marcelo Farias
714;09/01/2019;4;N;Vicente Ferreira
715;29/01/2019;3;S;João Lucas Moraes
716;06/01/2019;6;N;Diego Ribeiro
717;02/01/2019;6;N;Vitor Cardoso
718;14/01/2019;2;N;Fernanda Campos
719;03/01/2019;6;S;Maitê Nunes
720;29/01/2019;2;S;Maria Sophia Oliveira
721;24/01/2019;1;N;Francisco Farias
722;09/01/2019;1;N;Matheus Caldeira
723;25/01/2019;2;N;Daniel Cunha
724;07/01/2019;1;S;Felipe Cunha
725;07/01/2019;4;N;Miguel Castro
726;17/01/2019;1;N;Laura Ribeiro
727;11/01/2019;4;N;Marcela Gomes
728;13/01/2019;5;S;Miguel Azevedo
729;17/01/2019;1;N;Sophie Souza
730;30/01/2019;5;S;Lucca Cunha
731;27/01/2019;4;N;Ana Vitória Teixeira
732;05/01/2019;1;S;Sarah Farias
733;16/01/2019;4;S;Arthur Fogaça
734;23/01/2019;5;N;Sabrina Duarte
735;28/01/2019;4;S;Emanuella Gomes
736;15/01/2019;5;N;Luiz Otávio Moreira
737;20/01/2019;5;N;Lucca Monteiro
738;23/01/2019;5;N;Kamilly Lima
739;30/01/2019;2;N;Carlos Eduardo Barbosa
740;04/01/2019;2;S;Elisa Moraes
741;28/01/2019;1;N;Stephany Campos
742;12/01/2019;4;N;Vitória Pereira
743;23/01/2019;2;S;Letícia Porto
744;28/01/2019;3;N;Cauê Aragão
745;27/01/2019;3;S;João Miguel Freitas
746;07/01/2019;4;N;Marcela Souza
747;28/01/2019;3;N;Luiz Otávio Azevedo
748;05/01/2019;4;S;Ana Laura Duarte
749;11/01/2019;4;N;Diogo da Luz
750;25/01/2019;4;S;Eduardo Lima
751;24/01/2019;3;S;Nina Nascimento
752;12/01/2019;4;N;Manuela Cavalcanti
753;26/01/2019;1;S;Fernando Pereira
754;17/01/2019;4;S;Dr. João Pedro Araújo
755;15/01/2019;3;S;Luiz Miguel Mendes
756;23/01/2019;5;N;Natália Pinto
757;31/01/2019;6;N;Caroline Costela
758;30/01/2019;2;S;Maria Luiza Rezende
759;20/01/2019;4;N;Vitor Gabriel Farias
760;04/01/2019;4;S;Davi Luiz Ribeiro
761;07/01/2019;4;N;Diego Moura
762;09/01/2019;4;N;Pedro Henrique Duarte
763;01/01/2019;4;S;Nicole Duarte
764;08/01/2019;6;N;Cauã da Rosa
765;17/01/2019;1;N;Benjamin das Neves
766;16/01/2019;1;N;Kevin Castro
767;31/01/2019;2;N;Davi Lucas Pires
768;06/01/2019;4;N;Giovanna Rezende
769;12/01/2019;4;S;Ana Lívia Gonçalves
770;01/01/2019;6;S;Alana da Rocha
771;22/01/2019;1;S;Lívia Viana
772;09/01/2019;6;N;Guilherme Cardoso
773;22/01/2019;3;S;Lorena Nunes
774;12/01/2019;1;N;Vitor Gabriel da Costa
775;15/01/2019;4;S;Dra. Sofia Correia
776;14/01/2019;3;N;Fernanda Campos
777;11/01/2019;6;S;Luiz Felipe Melo
778;02/01/2019;4;S;Ana Lívia da Rosa
779;31/01/2019;6;S;Helena Castro
780;02/01/2019;3;N;Ana Laura Souza
781;10/01/2019;2;N;Leandro da Cunha
782;18/01/2019;6;N;Dr. Gabriel Jesus
783;21/01/2019;5;S;Emanuel Gomes
784;24/01/2019;5;N;Mariana Gonçalves
785;10/01/2019;1;N;Gustavo Henrique Santos
786;11/01/2019;3;N;Ana Julia Barros
787;27/01/2019;5;N;Mariane Araújo
788;02/01/2019;6;S;Vitor Almeida
789;15/01/2019;2;S;Emanuel Pires
790;24/01/2019;6;N;Ana Laura Costela
791;07/01/2019;6;S;Marcela Gomes
792;07/01/2019;3;S;Enzo Gabriel Cunha
793;30/01/2019;4;S;Ana Julia Dias
794;28/01/2019;5;S;Evelyn Barbosa
795;19/01/2019;3;N;Lorenzo Barbosa
796;16/01/2019;4;N;Pedro Henrique da Mota
797;09/01/2019;4;N;Luiz Felipe Rodrigues
798;13/01/2019;1;N;Lucas Gabriel Mendes
799;30/01/2019;2;S;Nicolas Monteiro
800;11/01/2019;2;S;Bernardo Carvalho
801;29/01/2019;6;N;Rafael Silva
802;04/01/2019;5;N;Maria Moreira
803;25/01/2019;3;N;Heloísa da Costa
804;04/01/2019;5;N;Nathan Silveira
805;08/01/2019;1;N;Ana Luiza Viana
806;03/01/2019;1;S;Julia Ribeiro
807;19/01/2019;4;S;Pietra da Conceição
808;12/01/2019;5;N;Nicolas da Rosa
809;03/01/2019;5;S;Ana Júlia da Luz
810;04/01/2019;3;N;Laís Barbosa
811;20/01/2019;3;N;Carolina Peixoto
812;12/01/2019;2;S;Camila Nogueira
813;29/01/2019;6;N;Samuel da Luz
814;28/01/2019;5;S;Ana Laura Souza
815;14/01/2019;6;N;Brenda Ribeiro
816;02/01/2019;5;N;Dra. Maria Alice da Mota
817;30/01/2019;6;N;Juan Costela
818;24/01/2019;2;S;Cauã Cardoso
819;25/01/2019;4;N;Murilo Jesus
820;10/01/2019;3;S;Luigi Silva
821;29/01/2019;1;N;Davi Lucca Araújo
822;10/01/2019;3;S;Noah da Paz
823;07/01/2019;6;N;Arthur Gomes
824;10/01/2019;4;N;Renan Ribeiro
825;05/01/2019;1;N;Ryan Martins
826;02/01/2019;5;S;Thiago Jesus
827;23/01/2019;2;N;João Pedro Correia
828;31/01/2019;2;N;Dra. Emilly Lima
829;17/01/2019;3;S;Dra. Maria Julia Fernandes
830;03/01/2019;5;S;Isaac da Mota
831;30/01/2019;2;N;Natália Correia
832;04/01/2019;2;N;Lorena Ramos
833;22/01/2019;4;N;Dr. Heitor Fogaça
834;27/01/2019;6;N;Isaac da Luz
835;23/01/2019;1;N;Emanuel Ribeiro
836;04/01/2019;6;N;Stella Lopes
837;04/01/2019;2;S;Maria Clara Gomes
838;05/01/2019;6;N;Marcela Costela
839;25/01/2019;6;S;Raquel da Costa
840;08/01/2019;2;N;Marcela Nogueira
841;03/01/2019;2;S;Marcela Porto
842;14/01/2019;4;S;Caroline Mendes
843;27/01/2019;5;S;Bárbara Moraes
844;20/01/2019;1;N;Larissa Campos
845;18/01/2019;1;N;Marcelo Martins
846;06/01/2019;4;S;Eduarda Aragão
847;22/01/2019;3;S;Mariana Novaes
848;08/01/2019;2;S;Ana Carolina Lopes
849;28/01/2019;1;N;Kamilly Vieira
850;18/01/2019;1;N;Maria Luiza Rezende
851;14/01/2019;5;N;Eduarda Gonçalves
852;05/01/2019;4;S;Maria Barbosa
853;29/01/2019;1;S;João Miguel Fogaça
854;31/01/2019;2;S;Maria Luiza Sales
855;22/01/2019;3;N;Erick Sales
856;13/01/2019;3;N;João Lucas Mendes
857;15/01/2019;4;S;Helena Barbosa
858;30/01/2019;5;S;Mirella Costela
859;09/01/2019;5;S;Pedro Lucas Vieira
860;17/01/2019;5;N;Ana Carolina Caldeira
861;13/01/2019;3;S;Stella Santos
862;20/01/2019;4;N;Valentina Fernandes
863;29/01/2019;2;N;Bruno Teixeira
864;18/01/2019;4;S;Felipe Cardoso
865;01/01/2019;4;N;Daniel Castro
866;02/01/2019;2;N;Evelyn Vieira
867;29/01/2019;4;N;Kevin Martins
868;22/01/2019;4;S;Mirella Viana
869;13/01/2019;3;N;Bianca Almeida
870;22/01/2019;3;S;Maysa Rodrigues
871;09/01/2019;3;S;Diego Silva
872;04/01/2019;5;N;Davi Lucca Pereira
873;31/01/2019;4;N;Alice Caldeira
874;10/01/2019;6;N;Enzo da Mota
875;18/01/2019;1;S;Sophia da Paz
876;09/01/2019;3;S;Bárbara Costa
877;22/01/2019;4;N;Gabriela Rocha
878;15/01/2019;1;N;Rafaela Mendes
879;07/01/2019;5;N;Maria Duarte
880;05/01/2019;5;S;Emanuelly Azevedo
881;21/01/2019;2;N;Luna Oliveira
882;29/01/2019;5;S;Dr. Alexandre Pereira
883;07/01/2019;2;S;Maria Fernanda Fernandes
884;10/01/2019;5;S;Ian Silveira
885;27/01/2019;1;N;Maria Eduarda da Rosa
886;04/01/2019;5;S;Dr. Kevin Pires
887;14/01/2019;4;S;Theo Azevedo
888;08/01/2019;3;N;Sabrina Campos
889;04/01/2019;3;N;Leonardo Cunha
890;17/01/2019;4;N;Maria Sophia Ramos
891;25/01/2019;4;S;Amanda Carvalho
892;09/01/2019;4;N;Bruna das Neves
893;29/01/2019;2;N;Camila Mendes
894;20/01/2019;5;N;Cauã Dias
895;21/01/2019;3;N;Davi Luiz das Neves
896;04/01/2019;2;S;Cecília Sales
897;10/01/2019;5;N;Stephany da Conceição
898;03/01/2019;1;N;Pedro Miguel Ferreira
899;25/01/2019;1;S;Luiza Nascimento
900;27/01/2019;6;S;Davi Fernandes
901;23/01/2019;3;S;Stephany Nascimento
902;05/01/2019;2;S;Pietra Gonçalves
903;29/01/2019;6;S;Ana Alves
904;21/01/2019;1;N;Dr. Pietro Porto
905;26/01/2019;4;N;Yuri Gonçalves
906;12/01/2019;1;N;João Pedro da Cruz
907;05/01/2019;3;S;Ana Sophia da Cruz
908;08/01/2019;2;S;Maria Alice Ramos
909;01/01/2019;2;N;Isaac Souza
910;28/01/2019;3;N;Ana Lívia da Cunha
911;09/01/2019;1;N;Lucas Nunes
912;24/01/2019;5;N;Kaique Teixeira
913;20/01/2019;5;N;Noah Campos
914;22/01/2019;5;N;Benjamin Gonçalves
915;09/01/2019;1;N;Beatriz Campos
916;26/01/2019;4;N;Miguel Duarte
917;13/01/2019;4;N;Juliana Alves
918;24/01/2019;1;N;Henrique Aragão
919;06/01/2019;4;S;Stephany Pinto
920;03/01/2019;6;S;Emilly Silveira
921;14/01/2019;3;N;Caroline Fernandes
922;05/01/2019;2;S;Marina Azevedo
923;07/01/2019;1;S;Isabelly Lima
924;28/01/2019;4;N;Brenda Peixoto
925;27/01/2019;5;N;Maitê Porto
926;27/01/2019;5;S;Isaac da Cunha
927;02/01/2019;2;N;Sabrina Rodrigues
928;11/01/2019;4;S;Lucas Gabriel Cardoso
929;30/01/2019;1;N;Sarah Costa
930;17/01/2019;3;N;Kaique Moraes
931;12/01/2019;6;N;Emanuel Duarte
932;28/01/2019;3;S;Ana Beatriz Vieira
933;02/01/2019;6;S;Ana Luiza Moraes
934;18/01/2019;2;N;Julia Martins
935;29/01/2019;4;N;Rafael Pires
936;19/01/2019;6;N;Maria Vitória Cardoso
937;27/01/2019;1;N;Agatha Nogueira
938;03/01/2019;1;S;Calebe da Costa
939;19/01/2019;2;S;Letícia da Luz
940;13/01/2019;3;N;Benício Dias
941;11/01/2019;2;N;Lucas da Luz
942;25/01/2019;6;N;Diogo Nogueira
943;27/01/2019;5;N;Marcelo Castro
944;26/01/2019;2;N;Dr. Lucas Gabriel Farias
945;03/01/2019;2;S;Lorena Nascimento
946;08/01/2019;1;N;Helena Cavalcanti
947;23/01/2019;3;N;Natália Oliveira
948;14/01/2019;3;S;Gustavo Viana
949;17/01/2019;6;S;Juan Costela
950;23/01/2019;5;S;Ana Julia Ramos
951;24/01/2019;2;S;Camila Nascimento
952;18/01/2019;3;N;Elisa Novaes
953;08/01/2019;2;N;Calebe Pinto
954;03/01/2019;4;S;Dra. Emilly Silva
955;24/01/2019;6;S;Guilherme Aragão
956;06/01/2019;5;N;Isabella Viana
957;27/01/2019;6;S;Isabelly Carvalho
958;07/01/2019;3;S;Renan Pereira
959;24/01/2019;2;N;Vinicius Nogueira
960;01/01/2019;4;S;Joana Carvalho
961;07/01/2019;4;N;Melissa Pereira
962;25/01/2019;4;N;Gustavo da Luz
963;08/01/2019;6;N;Levi da Mata
964;14/01/2019;6;N;Luiz Miguel Ribeiro
965;07/01/2019;5;S;Nicole Ferreira
966;07/01/2019;3;S;Maria Vitória Rezende
967;21/01/2019;4;S;Antônio Cavalcanti
968;02/01/2019;4;S;Valentina Caldeira
969;02/01/2019;1;S;Dra. Isabel Barros
970;15/01/2019;1;N;Manuela Nascimento
971;31/01/2019;3;N;Renan Alves
972;02/01/2019;1;S;Diogo Silveira
973;06/01/2019;6;S;Dra. Rebeca Aragão
974;18/01/2019;1;N;Luiz Gustavo Dias
975;06/01/2019;4;S;Davi Lucca da Mota
976;23/01/2019;3;N;Ana Laura da Rosa
977;11/01/2019;5;N;Yuri Azevedo
978;03/01/2019;4;N;Luana Fernandes
979;25/01/2019;4;N;Vitor Gabriel Silveira
980;09/01/2019;1;S;Nicole Araújo
981;01/01/2019;5;N;Joaquim da Mota
982;08/01/2019;6;S;Vitor Hugo Campos
983;19/01/2019;1;S;Lorenzo Nascimento
984;11/01/2019;6;N;Caroline Teixeira
985;04/01/2019;1;S;Anthony da Costa
986;01/01/2019;2;N;Marcelo Nunes
987;09/01/2019;6;S;Isis Teixeira
988;08/01/2019;6;S;Dr. Nathan da Cruz
989;23/01/2019;2;N;Matheus Pires
990;04/01/2019;1;S;Kevin Nunes
991;23/01/2019;3;S;Lavínia Pereira
992;18/01/2019;4;S;Alexandre Lopes
993;19/01/2019;1;N;Eduarda Freitas
994;21/01/2019;4;S;Maria Luiza da Cruz
995;30/01/2019;6;S;Luiz Fernando Fogaça
996;02/01/2019;5;N;Benjamin Barros
997;20/01/2019;2;N;Marcela Alves
998;15/01/2019;3;S;Luiza Duarte
999;26/01/2019;1;S;Dra. Eloah Peixoto
1000;26/01/2019;2;S;Fernando da Conceição
1001;12/01/2019;1;S;Eduardo Fogaça
1002;22/01/2019;3;S;Daniela Rezende
1003;05/01/2019;5;S;Maitê Rezende
1004;13/01/2019;5;N;Eduardo Melo
1005;09/01/2019;3;S;Thomas da Costa
1006;29/01/2019;5;S;Thiago das Neves
1007;30/01/2019;2;N;Ana Vitória da Rosa
1008;17/01/2019;3;N;Fernando Nascimento
1009;29/01/2019;6;S;Gabriela Pinto
1010;31/01/2019;2;S;Maria Luiza Alves
1011;28/01/2019;2;N;Joana Nunes
1012;20/01/2019;5;N;Melissa Ribeiro
1013;22/01/2019;5;S;Ana Barros
1014;03/01/2019;5;S;Arthur Aragão
1015;02/01/2019;3;S;Isaac Ribeiro
1016;08/01/2019;6;N;Sabrina Moreira
1017;24/01/2019;2;N;Ana Lívia Jesus
1018;31/01/2019;5;N;Caio Araújo
1019;01/01/2019;1;N;Dr. Enzo Rodrigues
1020;05/01/2019;2;S;Miguel Gomes
1021;12/01/2019;3;N;Esther Farias
1022;11/01/2019;1;S;Thales Caldeira
1023;15/01/2019;6;N;Catarina Ribeiro
1024;01/01/2019;3;N;Davi Luiz Cardoso
1025;08/01/2019;3;S;João Pedro Barbosa
1026;16/01/2019;4;N;Beatriz Gomes
1027;02/01/2019;6;S;Nicole da Luz
1028;26/01/2019;2;N;Eduardo Nascimento
1029;27/01/2019;3;S;Anthony Azevedo
1030;08/01/2019;4;S;Enrico Nogueira
1031;02/01/2019;6;S;Isabelly Oliveira
1032;07/01/2019;3;S;Dr. Cauê Porto
1033;04/01/2019;5;S;Joaquim Moura
1034;27/01/2019;3;N;Daniel Viana
1035;04/01/2019;6;N;Danilo da Conceição
1036;27/01/2019;6;S;João Vitor Lima
1037;17/01/2019;3;S;Helena Ribeiro
1038;29/01/2019;4;S;Nathan Teixeira
1039;22/01/2019;5;S;Dr. Eduardo Ferreira
1040;30/01/2019;2;S;Letícia Vieira
1041;14/01/2019;6;S;Caroline Lopes
1042;19/01/2019;3;S;Olivia da Cunha
1043;16/01/2019;5;N;Marcela da Rosa
1044;02/01/2019;2;N;Luiz Felipe Oliveira
1045;01/01/2019;4;S;Joaquim Alves
1046;08/01/2019;2;S;Isaac Pinto
1047;03/01/2019;6;N;Enzo Gabriel Teixeira
1048;09/01/2019;2;N;Esther Castro
1049;03/01/2019;3;S;André Nunes
1050;01/01/2019;4;S;Pietro Castro
1051;16/01/2019;3;S;João Pedro Nogueira
1052;15/01/2019;4;N;Emanuel Souza
1053;07/01/2019;5;N;Marina Monteiro
1054;07/01/2019;4;S;Valentina da Conceição
1055;07/01/2019;1;N;João Pires
1056;24/01/2019;2;S;Laura Gomes
1057;22/01/2019;2;S;Lucas Gabriel da Cunha
1058;08/01/2019;3;N;Mariane Lima
1059;31/01/2019;3;N;Thales Alves
1060;09/01/2019;3;S;Davi Luiz Correia
1061;26/01/2019;2;S;Luiz Gustavo Dias
1062;20/01/2019;1;S;Maria Eduarda Pires
1063;05/01/2019;6;S;Esther Pinto
1064;23/01/2019;2;N;Dr. Miguel Carvalho
1065;08/01/2019;1;S;Nicolas Lopes
1066;05/01/2019;5;N;Kevin Cardoso
1067;05/01/2019;6;S;Maria Julia Viana
1068;18/01/2019;4;S;Vitor Hugo Barbosa
1069;11/01/2019;5;S;Helena Pinto
1070;25/01/2019;2;S;Igor Novaes
1071;01/01/2019;5;N;Kamilly Duarte
1072;19/01/2019;5;N;Daniela Castro
1073;20/01/2019;4;S;Maria Luiza Teixeira
1074;27/01/2019;3;S;Paulo Vieira
1075;06/01/2019;3;S;Maria Luiza Jesus
1076;31/01/2019;2;N;Francisco Lima
1077;31/01/2019;5;S;Nathan Dias
1078;10/01/2019;6;N;Dr. Benício Santos
1079;21/01/2019;2;S;Raquel Cunha
1080;29/01/2019;1;N;Eduarda Santos
1081;05/01/2019;4;N;Fernando Jesus
1082;22/01/2019;3;N;Rafaela Lopes
1083;30/01/2019;3;S;Dr. Bruno Almeida
1084;27/01/2019;1;N;Vicente Monteiro
1085;02/01/2019;2;S;Daniela da Mota
1086;08/01/2019;5;N;Dr. Vitor Moreira
1087;08/01/2019;4;N;Helena Viana
1088;15/01/2019;3;N;Eduarda Azevedo
1089;15/01/2019;6;N;Lavínia Nunes
1090;06/01/2019;3;S;Larissa da Luz
1091;07/01/2019;2;N;Mariane Pires
1092;24/01/2019;2;N;Guilherme Pires
1093;03/01/2019;5;N;Dra. Marina Rezende
1094;27/01/2019;6;S;Maria Clara Martins
1095;06/01/2019;5;S;João Gabriel Nogueira
1096;06/01/2019;2;N;Carlos Eduardo Teixeira
1097;25/01/2019;6;N;Carolina Cavalcanti
1098;22/01/2019;1;S;Marcela Souza
1099;13/01/2019;6;S;Clarice Freitas
1100;25/01/2019;3;S;Dr. Enzo Gabriel Oliveira
1101;07/01/2019;4;S;Henrique da Cunha
1102;16/01/2019;6;N;Matheus Oliveira
1103;07/01/2019;3;S;Nicolas Freitas
1104;27/01/2019;5;S;Danilo Porto
1105;15/01/2019;2;S;Luiza Aragão
1106;10/01/2019;5;N;Antônio Nascimento
1107;30/01/2019;3;N;Bruno Moraes
1108;19/01/2019;1;S;Ana Carolina Nunes
1109;01/01/2019;5;S;Carolina Souza
1110;08/01/2019;1;S;Maria Lima
1111;17/01/2019;1;S;Isabelly Cunha
1112;12/01/2019;3;S;João Miguel Caldeira
1113;28/01/2019;1;N;Pedro Miguel da Cunha
1114;05/01/2019;2;S;Rafael Fogaça
1115;02/01/2019;2;N;Sabrina Barbosa
1116;01/01/2019;4;S;Mirella Sales
1117;14/01/2019;4;N;Gabrielly Alves
1118;21/01/2019;3;N;Ana Júlia Pires
1119;19/01/2019;4;N;Luiz Felipe Gomes
1120;02/01/2019;6;N;Leonardo Viana
1121;23/01/2019;5;N;Maria Vitória Gomes
1122;19/01/2019;6;N;Rafael Viana
1123;25/01/2019;6;S;Luiz Gustavo Silveira
1124;10/01/2019;5;N;Marcela Oliveira
1125;04/01/2019;2;N;Dr. Kaique da Rosa
1126;29/01/2019;6;N;Ana Laura Azevedo
1127;30/01/2019;4;N;Maria Eduarda Moraes
1128;02/01/2019;1;S;Maria Alice Campos
1129;20/01/2019;6;S;Benício da Conceição
1130;23/01/2019;2;S;Henrique Lopes
1131;26/01/2019;1;S;Rafael Cunha
1132;09/01/2019;1;N;Nina Silveira
1133;10/01/2019;3;N;Mariana Fogaça
1134;12/01/2019;3;N;Catarina Monteiro
1135;10/01/2019;3;S;Vitória Santos
1136;29/01/2019;3;S;João Vitor Teixeira
1137;05/01/2019;2;N;Dr. João Pedro da Rosa
1138;11/01/2019;6;N;Clara da Cruz
1139;14/01/2019;4;N;Melissa Lopes
1140;03/01/2019;4;N;Vitor Vieira
1141;12/01/2019;1;S;Maria Luiza Carvalho
1142;23/01/2019;3;S;Yago Moura
1143;20/01/2019;3;S;Luiz Henrique da Rosa
1144;06/01/2019;2;N;Benjamin da Rocha
1145;08/01/2019;4;N;Milena Porto
1146;13/01/2019;2;N;Gustavo Freitas
1147;14/01/2019;5;S;Lorena Barbosa
1148;30/01/2019;6;S;Dr. Nicolas da Rocha
1149;12/01/2019;5;S;Ana Carolina Teixeira
1150;01/01/2019;6;S;Kaique Cardoso
1151;05/01/2019;5;N;Milena Azevedo
1152;10/01/2019;3;N;Laura da Rosa
1153;03/01/2019;1;N;Antônio Peixoto
1154;29/01/2019;2;N;Thomas da Mata
1155;26/01/2019;2;S;Otávio da Mata
1156;09/01/2019;4;S;Thiago Freitas
1157;31/01/2019;6;S;Vitor Almeida
1158;24/01/2019;3;S;Dr. Marcelo Ribeiro
1159;02/01/2019;2;S;Isabelly Melo
1160;02/01/2019;1;S;Eduarda Lima
1161;01/01/2019;3;N;Mariane Santos
1162;31/01/2019;1;S;Alice Farias
1163;27/01/2019;2;N;Ana Clara Nunes
1164;07/01/2019;2;S;Ana Luiza Viana
1165;26/01/2019;6;N;Bianca Pires
1166;11/01/2019;2;S;Noah Aragão
1167;02/01/2019;3;S;Letícia Correia
1168;12/01/2019;3;N;Pietro Nunes
1169;05/01/2019;5;N;Marcos Vinicius Castro
1170;10/01/2019;6;N;Benjamin Peixoto
1171;09/01/2019;2;S;Maria Sophia Cunha
1172;17/01/2019;2;N;Fernando Viana
1173;05/01/2019;2;S;Diogo Novaes
1174;02/01/2019;4;S;Matheus Barros
1175;26/01/2019;3;S;Heloísa Fogaça
1176;28/01/2019;1;N;Lívia Monteiro
1177;26/01/2019;4;S;Davi Lucas Mendes
1178;12/01/2019;2;S;Maria Cecília da Cruz
1179;18/01/2019;3;N;Olivia Monteiro
1180;28/01/2019;5;N;Ana Clara da Cruz
1181;27/01/2019;4;N;Gustavo Teixeira
1182;29/01/2019;6;N;João Peixoto
1183;22/01/2019;4;N;Noah das Neves
1184;23/01/2019;3;N;Yago da Cruz
1185;19/01/2019;6;S;Emilly Fogaça
1186;02/01/2019;3;S;Isis Teixeira
1187;17/01/2019;2;N;Dra. Sabrina Fernandes
1188;18/01/2019;4;S;Kamilly Lima
1189;17/01/2019;6;S;Júlia Ribeiro
1190;16/01/2019;6;N;Bryan Moura
1191;14/01/2019;1;N;Juliana Nunes
1192;27/01/2019;4;N;Dr. Matheus Silva
1193;03/01/2019;2;N;Bernardo da Rosa
1194;25/01/2019;5;N;Eduardo Oliveira
1195;09/01/2019;1;N;Pedro Henrique Moreira
1196;23/01/2019;2;S;Lucas Martins
1197;31/01/2019;4;N;Davi Luiz Fernandes
1198;20/01/2019;4;S;Erick Silva
