MAT_ALU;NOME;DAT_ENTRADA;COD_CURSO;COTISTA
253;Levi Porto;08/01/19;4;N
254;Stephany Viana;29/01/19;5;S
255;Dra. Júlia da Paz;20/01/19;4;S
256;Kamilly da Paz;30/01/19;2;N
257;João Vitor Lopes;18/01/19;4;S
258;Ana Julia Pinto;19/01/19;2;S
259;Henrique Lopes;28/01/19;2;S
260;Nicolas Gonçalves;02/01/19;2;N
261;Dra. Camila Caldeira;31/01/19;6;S
262;Sarah Alves;14/01/19;1;S
263;Júlia Carvalho;21/01/19;3;N
264;Ana Vitória Lima;01/01/19;1;S
265;Luiz Henrique Barbosa;25/01/19;3;N
266;Lucca Castro;08/01/19;6;S
267;Luigi Ribeiro;17/01/19;1;S
268;Isabella Melo;01/01/19;5;N
269;Pietro Nogueira;22/01/19;3;S
270;Luiz Miguel da Costa;24/01/19;2;S
271;Ana Beatriz Silva;28/01/19;6;S
272;Camila da Conceição;01/01/19;2;N
273;Paulo Novaes;03/01/19;1;S
274;Alexandre da Paz;03/01/19;3;N
275;Isaac da Luz;10/01/19;4;N
276;Benício Souza;25/01/19;5;N
277;Yuri Nogueira;19/01/19;2;S
278;Ana Beatriz Mendes;18/01/19;2;N
279;Maria Sophia Pinto;01/01/19;4;S
280;Calebe Costa;30/01/19;6;N
281;Stella Ribeiro;22/01/19;3;N
282;Carolina Rocha;22/01/19;3;S
283;Luiz Felipe Freitas;29/01/19;5;N
284;Luiza das Neves;09/01/19;5;N
285;Emanuel Jesus;11/01/19;4;N
286;Lívia Barbosa;18/01/19;1;S
287;Pedro Henrique Dias;05/01/19;4;S
288;Lavínia Rezende;01/01/19;5;S
289;Nathan da Conceição;09/01/19;4;N
290;Sarah Lopes;27/01/19;6;N
291;Laura Araújo;14/01/19;1;N
292;Dr. Gustavo Henrique Souza;02/01/19;2;S
293;Sofia Santos;27/01/19;5;S
294;Esther Fogaça;21/01/19;6;N
295;Davi Lucas Ribeiro;11/01/19;4;N
296;Sophia Castro;13/01/19;6;S
297;Davi Lucca da Costa;11/01/19;4;N
298;Laura da Costa;28/01/19;3;S
299;Sabrina Gonçalves;19/01/19;6;N
300;Davi Luiz Melo;26/01/19;6;S
301;Marcelo Cardoso;21/01/19;3;N
302;Bianca Ramos;01/01/19;6;N
303;Sophia Nunes;13/01/19;1;S
304;Nina Peixoto;02/01/19;4;S
305;Dr. Kevin Rodrigues;24/01/19;1;N
306;Murilo Rezende;14/01/19;1;S
307;Sophie Azevedo;08/01/19;1;S
308;Caroline Porto;09/01/19;2;N
309;Dr. Pietro Oliveira;19/01/19;2;S
310;Luana Fernandes;06/01/19;4;S
311;Maitê Moraes;28/01/19;6;N
312;João Oliveira;27/01/19;4;S
313;Isabella da Paz;15/01/19;5;N
314;Carlos Eduardo Moraes;19/01/19;5;S
315;Maria Fernanda Moreira;27/01/19;4;S
316;Mariana Duarte;27/01/19;1;S
317;Carolina Farias;03/01/19;6;N
318;Clarice Jesus;09/01/19;2;S
319;Raquel Viana;28/01/19;2;N
320;Dr. Cauê Alves;27/01/19;5;N
321;Nina Viana;02/01/19;2;S
322;Alexia Moraes;03/01/19;5;N
323;Alexandre Campos;21/01/19;6;N
324;Vitor Hugo Pires;11/01/19;6;N
325;Helena Fogaça;14/01/19;5;N
326;Guilherme Pereira;08/01/19;4;N
327;Ian da Cunha;04/01/19;6;N
328;Isis Freitas;07/01/19;2;S
329;Caio Nunes;19/01/19;1;N
330;Kamilly Fogaça;11/01/19;1;N
331;Ana Julia Campos;21/01/19;6;S
332;Manuela Mendes;26/01/19;5;N
333;Pietro Cardoso;16/01/19;4;S
334;Bárbara Jesus;02/01/19;6;N
335;Gabrielly Cavalcanti;04/01/19;3;N
336;Breno Souza;24/01/19;2;S
337;Alícia Gonçalves;20/01/19;2;S
338;Caroline Aragão;22/01/19;4;N
339;Laís Pires;31/01/19;3;S
340;Valentina Freitas;17/01/19;2;N
341;João Pedro Oliveira;17/01/19;5;S
342;Maria Eduarda Porto;13/01/19;6;S
343;Rafaela Ramos;24/01/19;3;S
344;Dr. Antônio Ferreira;14/01/19;6;S
345;Giovanna Costa;07/01/19;4;S
346;Isis Aragão;26/01/19;3;S
347;Lucas das Neves;16/01/19;1;N
348;Alice da Cruz;28/01/19;4;S
349;Rebeca Ramos;10/01/19;6;S
350;Isabel da Luz;17/01/19;4;S
351;Kevin Dias;01/01/19;5;N
352;Letícia das Neves;04/01/19;2;N
353;Rodrigo Araújo;18/01/19;4;N
354;Carlos Eduardo Gomes;27/01/19;2;N
355;Maria Sophia Carvalho;20/01/19;5;N
356;Lavínia Gomes;30/01/19;5;S
357;Fernanda Costela;04/01/19;1;N
358;Heloísa Lopes;11/01/19;2;N
359;Agatha da Rocha;15/01/19;6;S
360;Arthur Rezende;25/01/19;1;S
361;Natália Cunha;10/01/19;2;S
362;Ana Melo;12/01/19;3;S
363;Davi Luiz Azevedo;07/01/19;3;N
364;Dr. Lorenzo Gomes;22/01/19;4;N
365;Isaac Carvalho;06/01/19;3;S
366;Ana Luiza Nunes;19/01/19;5;S
367;Vitor Hugo Rodrigues;09/01/19;3;N
368;Paulo da Rosa;03/01/19;6;S
369;Theo Costela;03/01/19;6;S
370;Sophia Castro;04/01/19;5;S
371;Erick Dias;17/01/19;2;N
372;Antônio Vieira;11/01/19;5;S
373;Davi da Conceição;07/01/19;1;N
374;Noah Correia;13/01/19;1;S
375;Pedro Lucas Moura;20/01/19;3;N
376;Stella Nogueira;11/01/19;5;N
377;Lorena Peixoto;25/01/19;4;S
378;Emanuella Alves;16/01/19;3;S
379;Isis Oliveira;09/01/19;2;N
380;Luiz Miguel da Conceição;20/01/19;6;N
381;Gustavo Pinto;16/01/19;6;S
382;Enzo Novaes;25/01/19;2;S
383;Fernando das Neves;31/01/19;3;N
384;Daniel Cardoso;06/01/19;3;S
385;Luiz Gustavo Campos;14/01/19;6;S
386;Isabel Aragão;24/01/19;4;S
387;Rafaela Dias;28/01/19;5;N
388;Arthur Santos;12/01/19;4;N
389;Caio Ribeiro;07/01/19;1;N
390;Luiza Cavalcanti;10/01/19;4;N
391;João Lucas Viana;05/01/19;5;N
392;Beatriz Rodrigues;26/01/19;5;S
393;Davi Luiz Rodrigues;19/01/19;6;N
394;Pedro Vieira;22/01/19;4;N
395;Vitor da Mata;09/01/19;2;N
396;Yago Melo;29/01/19;4;S
397;Dr. João Guilherme Alves;08/01/19;4;N
398;Isabel Castro;20/01/19;3;N
399;Juliana Vieira;27/01/19;3;N
400;Benício Porto;11/01/19;4;S
401;Benício Lopes;07/01/19;4;S
402;Olivia Cardoso;31/01/19;2;N
403;Benjamin Farias;14/01/19;3;N
404;Ryan da Conceição;30/01/19;3;N
405;João Pedro Fogaça;26/01/19;1;S
406;Raquel Vieira;07/01/19;1;N
407;Igor Cunha;25/01/19;2;N
408;Emilly Barros;28/01/19;1;S
409;Clarice da Rosa;06/01/19;3;N
410;Julia Costela;13/01/19;6;S
411;Cauã Fogaça;30/01/19;2;N
412;Maria Eduarda Rezende;13/01/19;2;S
413;Diego Moraes;15/01/19;2;S
414;Rodrigo das Neves;17/01/19;1;S
415;Olivia Pereira;09/01/19;6;S
416;Bianca Vieira;27/01/19;2;N
417;Luiz Otávio Ferreira;15/01/19;6;N
418;Dr. Eduardo Correia;05/01/19;5;S
419;Emanuelly Ribeiro;25/01/19;4;N
420;Vicente Farias;16/01/19;6;S
421;Dr. Gustavo da Cruz;01/01/19;1;N
422;Fernanda Cunha;19/01/19;3;S
423;Valentina Pinto;08/01/19;5;N
424;João Aragão;25/01/19;6;S
425;Laís Cavalcanti;17/01/19;4;S
426;Heitor Castro;15/01/19;3;S
427;Beatriz da Rocha;17/01/19;6;N
428;Murilo Carvalho;22/01/19;3;N
429;Rodrigo Cavalcanti;23/01/19;2;N
430;Melissa Rezende;28/01/19;3;S
431;Dr. Bernardo Nunes;12/01/19;6;N
432;Dra. Amanda Duarte;06/01/19;5;S
433;Alana Freitas;11/01/19;4;N
434;Larissa Rodrigues;25/01/19;4;S
435;Felipe Jesus;27/01/19;3;S
436;Maria Costa;25/01/19;4;S
437;Nicolas da Costa;25/01/19;6;N
438;Ana Beatriz Pereira;02/01/19;5;S
439;Gustavo Duarte;27/01/19;6;N
440;Pietra Rocha;26/01/19;3;N
441;Alexia Souza;04/01/19;6;S
442;João Lucas Ribeiro;11/01/19;1;N
443;Sofia Rezende;01/01/19;2;S
444;Diogo da Costa;01/01/19;6;N
445;Helena Dias;10/01/19;1;N
446;Davi Lucas Cardoso;22/01/19;3;N
447;Paulo Monteiro;20/01/19;5;N
448;Letícia Moraes;18/01/19;1;S
449;Bryan Cavalcanti;21/01/19;3;N
450;Marcelo Souza;23/01/19;5;N
451;Dra. Maria Fernanda Alves;13/01/19;4;S
452;Thomas Barbosa;02/01/19;4;S
453;Enrico Nascimento;23/01/19;3;S
454;Gabriela Cardoso;11/01/19;4;S
455;Thiago Gonçalves;16/01/19;5;N
456;Nina Cardoso;04/01/19;5;S
457;Isabelly das Neves;09/01/19;5;N
458;Maria Fernanda Pires;09/01/19;4;S
459;Kevin Pires;14/01/19;2;N
460;Sofia Carvalho;26/01/19;4;N
461;Maria Julia Cunha;03/01/19;6;N
462;Milena Barros;31/01/19;3;N
463;Yuri Lima;31/01/19;4;S
464;Thales Costela;25/01/19;4;N
465;Pedro Souza;28/01/19;3;N
466;Davi Luiz Viana;11/01/19;6;N
467;Noah da Mota;23/01/19;4;S
468;Rafael Costa;30/01/19;6;N
469;Elisa Moura;13/01/19;1;S
470;Maria Julia da Cruz;20/01/19;5;N
471;Marcelo Cardoso;01/01/19;1;N
472;Brenda Carvalho;16/01/19;2;N
473;Ana Júlia Moraes;25/01/19;4;N
474;Dra. Ana Clara Caldeira;08/01/19;6;N
475;Dra. Lívia Cardoso;11/01/19;6;N
476;Maria Alice Caldeira;11/01/19;6;N
477;Maitê Azevedo;06/01/19;3;N
478;Lara Mendes;10/01/19;4;S
479;Manuela Cardoso;10/01/19;6;N
480;Dr. Yuri Porto;09/01/19;5;S
481;Bárbara Moreira;23/01/19;1;N
482;Leonardo Vieira;29/01/19;3;N
483;João Guilherme Novaes;30/01/19;6;S
484;Ana Júlia Cardoso;01/01/19;6;S
485;Fernanda da Conceição;19/01/19;5;N
486;Dr. Eduardo Lopes;23/01/19;1;S
487;Maitê Viana;24/01/19;4;S
488;João Vitor Moreira;28/01/19;6;S
489;João Guilherme Azevedo;22/01/19;1;N
490;Rafaela Rocha;19/01/19;4;S
491;Luana Santos;14/01/19;4;S
492;Bárbara Araújo;18/01/19;4;N
493;Evelyn Santos;09/01/19;4;S
494;Francisco Campos;18/01/19;2;S
495;Catarina Nunes;29/01/19;1;S
496;Enzo Gabriel da Conceição;24/01/19;2;N
497;Bárbara Vieira;12/01/19;4;S
498;Larissa Fogaça;01/01/19;4;N
499;Francisco Viana;16/01/19;3;S
500;Eduarda Nogueira;11/01/19;4;N
501;Samuel Rodrigues;03/01/19;4;N
502;Ana Sophia Gomes;15/01/19;4;S
503;Ana Júlia Carvalho;03/01/19;4;S
504;Maria Cecília Gonçalves;20/01/19;2;N
505;Rafaela das Neves;13/01/19;3;S
506;Clara Lopes;12/01/19;4;N
507;Cecília Oliveira;19/01/19;2;S
508;Joaquim Sales;01/01/19;2;N
509;Vicente Duarte;26/01/19;5;N
510;Mirella Rocha;31/01/19;5;S
511;Ana Fernandes;05/01/19;2;S
512;Bruno Vieira;19/01/19;2;N
513;Dr. Gabriel Moraes;19/01/19;2;S
514;Bianca Costa;30/01/19;4;N
515;Ana Carolina Duarte;06/01/19;3;S
516;Pedro Lucas Fernandes;29/01/19;2;S
517;Lucca Rezende;04/01/19;3;S
518;Emanuella Teixeira;03/01/19;4;S
519;Manuela das Neves;04/01/19;2;N
520;Kevin da Cunha;30/01/19;1;N
521;Joaquim Rodrigues;09/01/19;2;S
522;Renan Ferreira;30/01/19;5;S
523;Ana Laura Peixoto;21/01/19;5;N
524;Maria Julia Barbosa;15/01/19;5;N
525;Enzo Gabriel Moura;23/01/19;1;N
526;Valentina Silva;23/01/19;6;N
527;Júlia Moreira;26/01/19;2;S
528;Davi da Mata;11/01/19;5;N
529;Bruna Barbosa;22/01/19;5;N
530;Erick Fernandes;24/01/19;5;N
531;Otávio Teixeira;31/01/19;3;S
532;Manuela Ramos;29/01/19;3;S
533;Benício Cunha;07/01/19;1;N
534;Maria Cecília Santos;30/01/19;6;S
535;Vitor Hugo Nogueira;27/01/19;1;S
536;Ana Sophia Vieira;04/01/19;3;N
537;Isabelly Rodrigues;17/01/19;5;N
538;Juan Silva;22/01/19;6;S
539;Pedro Lucas Martins;01/01/19;4;S
540;Nina Rodrigues;01/01/19;5;N
541;Luiz Otávio da Mota;13/01/19;6;S
542;Marcelo da Cunha;26/01/19;4;N
543;Letícia Cunha;19/01/19;2;S
544;Anthony da Rocha;25/01/19;2;N
545;Marcos Vinicius Freitas;05/01/19;4;N
546;Igor Martins;20/01/19;1;S
547;Gustavo Henrique da Mata;29/01/19;5;N
548;Ana Laura Moura;27/01/19;1;N
549;Pietro Fernandes;11/01/19;4;S
550;Dr. Pedro Lucas Oliveira;28/01/19;4;S
551;Dra. Maria Clara Ribeiro;04/01/19;1;N
552;Antônio Cunha;12/01/19;6;N
553;Lara Almeida;02/01/19;3;N
554;Dra. Natália da Cruz;08/01/19;2;S
555;Joaquim Monteiro;25/01/19;6;N
556;Dra. Emilly Barros;26/01/19;3;N
557;Cauê Vieira;31/01/19;4;N
558;Lara Farias;26/01/19;3;S
559;Alana Barros;22/01/19;1;S
560;Sophie Alves;21/01/19;1;N
561;Matheus Rezende;02/01/19;3;S
562;Samuel Gomes;16/01/19;6;S
563;Ana Laura Nogueira;06/01/19;4;S
564;Danilo Correia;02/01/19;3;S
565;Theo Jesus;11/01/19;5;N
566;Augusto da Paz;24/01/19;4;S
567;Maria Clara Rocha;07/01/19;1;N
568;Maitê Monteiro;04/01/19;2;S
569;Kevin Mendes;12/01/19;5;S
1706;Yuri Viana;24/01/19;1;N
1707;Guilherme Silva;09/01/19;5;N
1708;Vitor Hugo Melo;27/01/19;3;N
1709;João Pedro Moraes;22/01/19;3;N
1710;Marina da Luz;15/01/19;3;N
1711;Eduardo Rocha;03/01/19;5;N
1712;Emanuelly Carvalho;19/01/19;4;S
1713;Erick Rezende;25/01/19;2;S
1714;Leandro Carvalho;19/01/19;3;N
1715;Rebeca Freitas;19/01/19;6;S
1716;Eduardo da Conceição;06/01/19;3;N
1717;Marina Novaes;22/01/19;2;S
1718;Breno Sales;20/01/19;5;S
1719;Raul Cunha;13/01/19;2;N
1720;Cecília Jesus;27/01/19;3;N
1721;Alexandre Azevedo;29/01/19;3;N
1722;Nathan Lopes;08/01/19;1;N
1723;Mariana Melo;16/01/19;3;N
1724;Enrico Alves;18/01/19;2;N
1725;Maria Fernanda Caldeira;31/01/19;4;S
1726;Lucas Gonçalves;08/01/19;5;S
1727;Olivia Viana;10/01/19;2;S
1728;Dra. Lorena Aragão;03/01/19;6;S
1729;Lorena da Luz;10/01/19;2;S
1730;Rafaela Alves;01/01/19;3;N
1731;Vicente Dias;26/01/19;6;S
1732;Dr. Fernando da Costa;18/01/19;6;N
1733;Noah Farias;23/01/19;6;S
1734;Thales Rocha;21/01/19;4;N
1735;Thomas Oliveira;28/01/19;2;N
1736;Brenda da Cruz;08/01/19;4;N
1737;Calebe da Paz;13/01/19;3;N
1738;Heloísa Azevedo;03/01/19;3;N
1739;Augusto Rodrigues;02/01/19;5;N
1740;João Miguel Nogueira;27/01/19;2;N
1741;Bianca Mendes;23/01/19;3;S
1742;Elisa Silva;22/01/19;4;N
1743;Olivia Cunha;29/01/19;6;S
1744;Luiz Felipe Nogueira;14/01/19;6;N
1745;Ana Carolina da Conceição;22/01/19;2;S
1746;Benjamin Sales;17/01/19;2;S
1747;Ana da Cruz;16/01/19;2;S
1748;Yuri da Costa;31/01/19;4;S
1749;Rafaela Cavalcanti;11/01/19;1;S
1750;Emanuelly Moraes;08/01/19;2;S
1751;Vitor Gabriel Teixeira;23/01/19;4;S
1752;Vitor Hugo Melo;02/01/19;3;S
1753;Alexia Rezende;28/01/19;5;N
1754;Lucas Gabriel Caldeira;09/01/19;1;N
1755;Valentina Cavalcanti;15/01/19;1;S
1756;Dra. Pietra Nogueira;09/01/19;2;N
1757;Antônio da Costa;23/01/19;5;S
1758;Evelyn Aragão;16/01/19;5;N
1759;João Gabriel Ferreira;07/01/19;4;N
1760;Dra. Sophia Fernandes;17/01/19;4;S
1761;Davi Lucca Cardoso;18/01/19;5;N
1762;Juliana Melo;21/01/19;4;S
1763;Ana Clara Teixeira;10/01/19;1;S
1764;Manuela Cardoso;28/01/19;3;N
1765;Dr. Nicolas Aragão;23/01/19;5;N
1766;Luigi Dias;08/01/19;3;S
1767;Lucca Rezende;11/01/19;4;N
1768;Luiz Fernando Pires;14/01/19;4;N
1769;Gabriel Moraes;05/01/19;3;N
1770;Ana Julia Ribeiro;20/01/19;2;N
1771;Alice Freitas;04/01/19;4;N
1772;João Felipe Alves;06/01/19;5;S
1773;Cauê Rezende;18/01/19;2;N
1774;Maria Cecília da Rosa;05/01/19;5;S
1775;Cecília da Paz;01/01/19;2;N
1776;Alana Cardoso;28/01/19;4;N
1777;Samuel Almeida;04/01/19;3;N
1778;Luiz Miguel da Cunha;20/01/19;5;N
1779;João Miguel Viana;22/01/19;4;N
1780;Ian Cunha;11/01/19;5;N
1781;Maria Alice Fernandes;20/01/19;4;S
1782;Ian Rodrigues;04/01/19;5;N
1783;Samuel Porto;07/01/19;5;N
1784;Luiz Otávio Rodrigues;26/01/19;1;N
1785;Dra. Helena Nogueira;27/01/19;5;N
1786;Maria Fernanda Carvalho;02/01/19;6;S
1787;Maria Cecília Pinto;17/01/19;4;S
1788;Joana Porto;11/01/19;2;N
1789;Gabrielly da Cruz;11/01/19;4;S
1790;Marcelo Farias;14/01/19;1;S
1791;Maria Luiza Ramos;20/01/19;5;S
1792;Juliana Oliveira;29/01/19;1;N
1793;Ana Júlia das Neves;09/01/19;2;N
1794;Vicente Pinto;07/01/19;4;N
1795;Luna Viana;03/01/19;3;N
1796;Maysa da Paz;23/01/19;4;N
1797;Benício Fogaça;18/01/19;2;N
1798;Pedro da Cruz;17/01/19;1;N
1799;Julia Azevedo;13/01/19;2;S
1800;Dr. Breno Lima;28/01/19;3;S
1801;Lívia Pereira;22/01/19;1;S
1802;Dr. Lorenzo Moraes;07/01/19;5;S
1803;Valentina Fogaça;09/01/19;6;N
1804;Davi Lucas Vieira;29/01/19;5;S
1805;Luna Martins;06/01/19;3;S
1806;Dr. Gustavo Henrique Barbosa;30/01/19;4;S
1807;Alexandre Santos;06/01/19;3;N
1808;Milena Vieira;16/01/19;3;N
1809;João Gabriel Rezende;01/01/19;3;N
1810;Caio Rocha;14/01/19;4;S
1811;Pietra Peixoto;03/01/19;1;S
1812;Marcela da Costa;24/01/19;2;S
1813;Maria Alice Nogueira;11/01/19;3;N
1814;Breno da Cunha;12/01/19;3;N
1815;Caroline Barbosa;29/01/19;5;S
1816;Anthony Silveira;14/01/19;4;N
1817;Gustavo Nogueira;30/01/19;4;S
1818;Ana Lívia Moura;10/01/19;4;N
1819;Pedro Lucas Moura;30/01/19;4;S
1820;Luiz Miguel Carvalho;27/01/19;2;N
1821;Juan Ferreira;07/01/19;2;S
1822;Marcela Cardoso;24/01/19;3;S
1823;Dra. Isabel Cunha;11/01/19;5;N
1824;Sofia Santos;10/01/19;2;N
1825;Marina Ramos;05/01/19;1;N
1826;Caio Mendes;16/01/19;5;S
1827;Felipe Viana;08/01/19;4;N
1828;Guilherme Viana;18/01/19;2;S
1829;Gustavo Freitas;09/01/19;5;S
1830;Alexandre Barbosa;21/01/19;1;S
1831;Heloísa da Cunha;16/01/19;6;N
1832;Miguel Barbosa;27/01/19;5;S
1833;Raquel Nunes;14/01/19;3;N
1834;Maria Alice da Rosa;10/01/19;3;N
1835;Gabriela Porto;15/01/19;5;N
1836;Maria Sophia Dias;04/01/19;4;N
1837;Marcos Vinicius Cardoso;19/01/19;5;S
1838;Danilo Nogueira;03/01/19;6;S
1839;Daniela Souza;18/01/19;5;N
1840;Rodrigo Barbosa;24/01/19;3;N
1841;Luna Teixeira;24/01/19;5;S
1842;Breno Jesus;25/01/19;2;S
1843;Ana Clara Teixeira;25/01/19;3;N
1844;Ana Souza;24/01/19;1;S
1845;Alexandre Teixeira;26/01/19;1;N
1846;Marcelo Alves;08/01/19;4;N
1847;Bianca Ferreira;30/01/19;6;S
1848;Davi Costa;11/01/19;4;S
1849;Camila da Paz;15/01/19;2;S
1850;Sabrina Fogaça;28/01/19;3;S
1851;Raul Fogaça;16/01/19;3;S
1852;Maria Vitória Cavalcanti;09/01/19;2;N
1853;Lucas Gabriel da Rosa;17/01/19;5;N
1854;Luiz Miguel da Rocha;21/01/19;5;N
1855;Nathan Dias;18/01/19;6;N
1856;Dr. Benício Santos;21/01/19;6;S
1857;Ana Júlia Nogueira;21/01/19;2;S
1858;Fernanda Monteiro;24/01/19;2;N
1859;Otávio Rodrigues;13/01/19;5;N
1860;Agatha Fogaça;07/01/19;6;N
1861;Lívia Cardoso;20/01/19;2;N
1862;Miguel Barros;02/01/19;6;S
1863;Davi da Mota;22/01/19;4;S
1864;Vitória Mendes;21/01/19;5;N
1865;Dr. Lucas Costela;18/01/19;5;S
1866;Thiago Teixeira;18/01/19;3;S
1867;Maitê da Mata;03/01/19;4;S
1868;Nicolas Sales;15/01/19;2;S
1869;Lucas Viana;12/01/19;6;N
1870;Raquel Teixeira;22/01/19;3;S
1871;Lucas Gabriel Farias;26/01/19;1;S
1872;Valentina Cardoso;12/01/19;6;N
1873;Yasmin Peixoto;27/01/19;5;N
1874;Luiz Gustavo da Luz;31/01/19;4;N
1875;Julia da Conceição;28/01/19;5;N
1876;Pedro Castro;30/01/19;3;S
1877;Lívia Cavalcanti;27/01/19;5;N
1878;Ian Teixeira;08/01/19;3;N
1879;Dra. Emanuella Correia;29/01/19;6;N
1880;Rafaela Cardoso;15/01/19;6;N
1881;Sophia Ribeiro;29/01/19;3;S
1882;Luiz Otávio Castro;23/01/19;6;N
1883;Samuel Lopes;13/01/19;3;S
1884;Enzo Nogueira;18/01/19;2;N
1885;Cauê Moreira;02/01/19;2;S
1886;Dra. Juliana Gonçalves;16/01/19;3;S
1887;Luiz Felipe da Mota;10/01/19;3;S
1888;Isaac Novaes;14/01/19;6;N
1889;Benício Oliveira;16/01/19;4;S
1890;Clarice da Luz;19/01/19;2;S
1891;Ana Lívia Nogueira;18/01/19;1;N
1892;Rebeca Caldeira;31/01/19;4;N
1893;Juliana Gomes;06/01/19;2;S
1894;Breno Melo;19/01/19;2;S
1895;Rebeca Vieira;07/01/19;2;S
1896;Maysa Rodrigues;15/01/19;1;S
1897;Laís Ferreira;04/01/19;5;N
1898;Fernanda Moraes;23/01/19;4;S
1899;João Lucas Melo;23/01/19;6;N
1900;Marcela Moura;19/01/19;1;N
1901;Dra. Emanuelly Carvalho;22/01/19;4;N
1902;Bianca Nogueira;13/01/19;2;N
1903;Sarah Souza;29/01/19;1;N
1904;Felipe Jesus;22/01/19;5;N
1905;Dr. Nicolas da Rosa;24/01/19;3;N
1906;Júlia Duarte;03/01/19;4;S
1907;Letícia da Cruz;03/01/19;1;N
1908;Sabrina Dias;17/01/19;4;N
1909;Marina Pinto;18/01/19;4;S
1910;Letícia Cardoso;17/01/19;2;N
1911;Maria Fernanda Ribeiro;05/01/19;1;N
1912;Nicole Nogueira;02/01/19;6;N
1913;André Gomes;23/01/19;6;N
1914;Brenda Pereira;05/01/19;4;N
1915;Kaique Ferreira;21/01/19;1;N
1916;Pedro Miguel Sales;19/01/19;2;N
1917;Luigi Pires;14/01/19;3;N
1918;Ana Vitória da Luz;08/01/19;4;S
1919;Stella das Neves;16/01/19;5;N
1920;Amanda Pinto;13/01/19;3;N
1921;Samuel Gonçalves;13/01/19;6;N
1922;Pedro Lucas Araújo;14/01/19;2;S
1923;Lorena Teixeira;01/01/19;1;N
1924;Dra. Fernanda da Cunha;03/01/19;6;N
1925;Gabrielly Cunha;18/01/19;1;N
1926;Dra. Lorena Alves;18/01/19;3;S
1927;Raul Lima;25/01/19;3;N
1928;Ana Julia Novaes;12/01/19;6;S
1929;Bruna Castro;15/01/19;1;S
1930;Maria Eduarda Cunha;07/01/19;5;S
1931;Luiza da Costa;23/01/19;6;N
1932;Anthony Alves;20/01/19;4;S
1933;Vitor Hugo Martins;10/01/19;2;S
1934;Alexia Moraes;20/01/19;6;S
1935;Thales Aragão;10/01/19;2;N
1936;Eduardo Cardoso;13/01/19;5;N
1937;Dr. Diego Carvalho;16/01/19;1;S
1938;Dr. Vitor Hugo Gomes;01/01/19;2;N
1939;Lorenzo Castro;28/01/19;1;S
1940;Luiz Fernando Ramos;18/01/19;5;N
1941;Raul Castro;02/01/19;2;S
1942;Rafaela Nogueira;01/01/19;1;S
1943;Sabrina Ferreira;30/01/19;3;S
1944;Maria Sophia Dias;19/01/19;3;N
1945;Juliana Monteiro;31/01/19;5;N
1946;Brenda Farias;27/01/19;2;S
1947;Lorena Gomes;26/01/19;5;N
1948;Matheus Aragão;16/01/19;1;N
1949;Cecília da Rosa;18/01/19;5;N
1950;Bruno Azevedo;27/01/19;3;S
1951;Clara Gomes;20/01/19;6;N
1952;Caio Gomes;26/01/19;2;N
1953;Gabrielly Ribeiro;15/01/19;4;N
1954;Sofia Lima;13/01/19;1;S
1955;Ryan Aragão;15/01/19;6;N
1956;Lorenzo Oliveira;01/01/19;6;S
1957;Rodrigo Farias;31/01/19;4;S
1958;Lara Nogueira;21/01/19;3;N
1959;Sophie Sales;22/01/19;4;S
1960;Thomas Cunha;01/01/19;5;N
1961;Eduardo Rezende;18/01/19;5;N
1962;Ana Laura Nascimento;05/01/19;5;N
1963;Bryan Fogaça;03/01/19;2;S
1964;Ana Luiza Silveira;25/01/19;6;N
1965;Murilo Vieira;14/01/19;3;N
1966;Maria Julia Almeida;22/01/19;4;S
1967;Emanuelly Pinto;01/01/19;6;S
1968;Ana Beatriz Rodrigues;18/01/19;5;S
1969;Maria Rezende;23/01/19;2;S
1970;João Lima;03/01/19;4;S
1971;Maria Alice Peixoto;24/01/19;4;N
1972;Breno Gomes;24/01/19;4;S
1973;Joana Souza;25/01/19;6;N
1974;Thomas Porto;10/01/19;2;N
1975;Luiz Otávio da Cunha;16/01/19;3;S
1976;Maitê da Rosa;04/01/19;1;S
1977;Raul Nascimento;06/01/19;6;S
1978;Gustavo Lima;06/01/19;5;S
1979;Natália Martins;19/01/19;3;N
1980;Dr. Davi Luiz Lopes;18/01/19;4;N
1981;Vitor Gabriel Fernandes;18/01/19;3;S
1982;Dr. Lorenzo Azevedo;10/01/19;5;S
1983;Carlos Eduardo Pinto;26/01/19;6;N
1984;Alexandre Santos;24/01/19;5;S
1985;Catarina Teixeira;20/01/19;1;S
1986;Eduarda Peixoto;13/01/19;3;N
1987;Isadora Pereira;06/01/19;5;N
1988;Vitor Hugo Gonçalves;24/01/19;2;S
1989;Isabel Gomes;20/01/19;1;N
1990;Lorena Correia;24/01/19;2;S
1991;Davi Luiz Costa;09/01/19;5;S
1992;Bruno Souza;08/01/19;4;N
1993;Júlia Porto;19/01/19;3;N
1994;Laís Ramos;23/01/19;6;S
1995;Esther Costela;20/01/19;6;S
1996;Isabel Carvalho;26/01/19;1;N
1997;João da Cunha;23/01/19;3;S
1998;Alexandre Nascimento;30/01/19;2;N
1999;Yasmin da Rocha;27/01/19;4;N
2000;Pedro Lucas Cunha;14/01/19;3;S
2001;Erick Ferreira;31/01/19;2;N
2002;Diogo Porto;13/01/19;1;N
2003;Julia Aragão;10/01/19;4;S
